NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
"CarMax
Hiring Surge",10000+ Employees,"Richmond, VA",Vehicle Dealers,3.6,4.1,3.8,3.2,3.2,3.4,3.5,"See All 3,749 Reviews","For 25 years, we’ve been changing the auto industry by delivering the honest, transparent and high-integrity car buying experience customers deserve. This disruptive thinking helped us become the nation’s largest retailer of used cars with more than 200 stores nationwide. And thanks to our amazing team of more than 25,000 associates, we have been recognized as one of the FORTUNE 100 Best Companies to Work For® - 16 years in a row!

At CarMax, we’re living the future of customer engagement and our associates are redefining it — giving customers experiences they’ve never had before – from the minute they first interact with us to the moment they hit the road. We’re asking the questions and having the conversations that create change.

As our President and CEO Bill Nash says, “Our vision is for everyone, everywhere to have the same opportunity to reach their full potential. At CarMax, every associate should feel welcomed, supported, and valued for their unique perspectives and backgrounds.”",N/A
Cintas,10000+ Employees,"Cincinnati, OH",Building & Personnel Services,3.6,3.8,3.5,3.3,3.2,3.6,3.5,"See All 3,326 Reviews","Cintas Corporation helps more than 900,000 businesses of all types and sizes get READY™ to open their doors with confidence every day by providing a wide range of products and services that enhance our customers’ image and help keep their facilities and employees clean, safe and looking their best. With products and services including uniforms, mats, mops, restroom supplies, first aid and safety products, fire extinguishers and testing, and safety and compliance training, Cintas helps customers get Ready for the Workday®.

To support our growth across North America, we’re seeking driven professionals with the ambition to move up within our company. Our professional culture, our dedication to our employee-partners and limitless career opportunities—these are just a few benefits we’re proud to offer. Our employee-partners know every job is critical, and that teamwork drives innovation.",N/A
Vivint Smart Home,10000+ Employees,"Provo, UT",Security Services,3.6,3.8,3.5,3.2,3.4,3.5,3.5,"See All 1,933 Reviews","Vivint Smart Home is a leading smart home company in North America. Vivint delivers an integrated smart home system with in-home consultation, professional installation and support delivered by its Smart Home Pros, as well as 24/7 customer care and monitoring. Dedicated to redefining the home experience with intelligent products and services, Vivint serves more than 1.6 million customers throughout the U.S. and Canada. For more information, visit www.vivint.com.",N/A
Pacific Sunwear,5001 to 10000 Employees,"Anaheim, CA","Department, Clothing, & Shoe Stores",3.6,3.9,3.6,3.3,3.1,2.9,3.0,"See All 1,560 Reviews",N/A,N/A
H&M,10000+ Employees,"Stockholm, Sweden","Department, Clothing, & Shoe Stores",3.6,3.7,3.6,3.2,2.9,3.7,3.3,"See All 7,302 Reviews","As one of the world’s largest fashion retailers, H&M offers endless career opportunities. A fast-paced, buzzing environment with great diversity that’s anything but dull – a place where the customer is always the center of attention.
But, what truly makes us stand out are our remarkable employees. From stylish Sales Advisors and Visual Merchandisers to computer whizzes and business savvy planners – all our employees share a great ambition and an 'anything-is-possible' attitude. Not to mention an excellent eye for fashion. It’s thanks to them that we have grown – with over 4,500 stores in more than 66 markets worldwide and we are continuing to grow. Come see what's possible for you!",N/A
Waste Management,10000+ Employees,"Houston, TX",Building & Personnel Services,3.6,3.7,3.3,3.3,3.2,3.7,3.3,"See All 2,098 Reviews","Waste Management (WM), a Fortune 250 company, is North America's largest environmental solutions provider and recycler. WM serves over 20 million customers in residential, commercial, industrial and municipal markets throughout North America through a network of collection operations, transfer stations, landfills, recycling facilities and waste-based energy production projects.

Waste Management is also a renewable energy provider, producing enough electricity to power more than one million homes. One of the ways we do this is by recovering the naturally occurring gas inside our landfills to generate electricity, called landfill-gas-to-energy. By the end of 2018, we operated 130 beneficial-use landfill-gas facilities, operated 7,944 alternative fuel vehicles, had 255 habitat, species and education programs ‘on-the-ground’, and donated over $14M to charitable foundations and programs.

Today, we're changing waste collection, creating alternative fuels, and forging a more sustainable tomorrow for all of us.","Mission: We have made commitments to sustainability that help drive our business. By 2038, we plan to offset four times the GHG emissions we generate through our operations. We also aim to help make communities in which we live and work safe, resilient and sustainable by concentrating on initiatives that enhance our environment, promote education and improve the livability of our communities."
Vivint Smart Home,10000+ Employees,"Provo, UT",Security Services,3.6,3.8,3.5,3.2,3.4,3.5,3.5,"See All 1,933 Reviews","Vivint Smart Home is a leading smart home company in North America. Vivint delivers an integrated smart home system with in-home consultation, professional installation and support delivered by its Smart Home Pros, as well as 24/7 customer care and monitoring. Dedicated to redefining the home experience with intelligent products and services, Vivint serves more than 1.6 million customers throughout the U.S. and Canada. For more information, visit www.vivint.com.",N/A
LTI,10000+ Employees,"Mumbai, India",IT Services,3.6,3.6,3.5,3.4,3.1,3.1,3.4,"See All 5,776 Reviews","Larsen & Toubro Infotech (L&T Infotech) implements and supports third-party mobile and enterprise software from vendors including Microsoft, Oracle, and SAP. It specializes in products used for enterprise resource planning (ERP), customer relationship management (CRM), and supply chain management (SCM), among other applications. The company also provides software development and network management services. It primarily serves the manufacturing, financial services, and telecommunications industries. Clients have included LaFarge, Hitachi, and Flowserve. L&T Infotech is one of more than 60 subsidiaries owned by Mumbai, India-based construction and engineering conglomerate Larson & Toubro Limited.",N/A
Centene,10000+ Employees,"Saint Louis, MO",Insurance Carriers,3.6,4.0,3.5,3.4,3.1,3.9,3.6,"See All 1,952 Reviews","Since its founding as a single healthcare plan in 1984, Centene has focused on improving the well-being and health of the communities we serve. We believe that healthcare is best delivered locally, and our health plans offer a range of insurance solutions, including accessible care to uninsured and underinsured individuals.

At Centene, we challenge ourselves to make the world better by providing resources for the continued growth and education of our employees. Centene offers multiple learning opportunities for our employees to learn and develop in their careers. Learning is supported in multiple mediums, such as on-the-job training and online learning, to help further the skills of our workforce.

As we continue covering underinsured and uninsured members, our commitments to the lives of families, seniors, children, people with disabilities, and many others help fulfill our purpose: to transform the health of our communities, one person at a time.",N/A
"CGI
Hiring Surge",10000+ Employees,"Montreal, Canada",Consulting,3.6,4.0,3.7,3.8,3.3,3.2,3.4,"See All 9,207 Reviews","We are CGI. You may not have heard of us before, but we are one of the world’s largest IT companies and work on projects across a range of exciting sectors.

We are a global business with 74,000 members, in hundreds of locations around the world, who provide end-to-end IT and business process services that drive our clients’ businesses.

We have around 6000 members, working across 19 UK towns and cities, doing anything from writing complex code to designing sophisticated software solutions. The work they do powers some amazing projects in ambition and scale that touch the lives of many. We differentiate ourselves by our way of working — approachable, flexible and easy to do business with...and if that inspires you, we want you to be part of it.","Mission: CGI not only has a mission, but also a dream: To create an environment in which we enjoy working together and, as owners, contribute to building a business we can be proud of. Our mission is to help clients succeed through outstanding quality, competence and objectivity, providing thought leadership and delivering the best services and solutions to fully satisfy client objectives in information technology, business processes, and management."
HCL Technologies,10000+ Employees,"Noida, India",Computer Hardware & Software,3.6,3.6,3.5,3.6,3.1,2.9,3.5,"See All 20,615 Reviews","HCL Technologies (HCL) empowers global enterprises with technology for the next decade today. HCL’s Mode 1-2-3 strategy, through its deep-domain industry expertise, customer-centricity and entrepreneurial culture of ideapreneurship™ enables businesses to transform into next-gen enterprises.
HCL offers its services and products through three lines of business – IT and Business Services (ITBS), Engineering and R&D Services (ERS), and Products & Platforms (P&P). Through its cutting-edge co-innovation labs, global delivery capabilities, and broad global network, HCL delivers holistic services in various industry verticals, categorized under Financial Services, Manufacturing, Technology & Services, Telecom & Media, Retail & CPG, Life Sciences, and Healthcare and Public Services.
As a leading global technology company, HCL takes pride in its diversity, social responsibility, sustainability, and education initiatives. As of 12 months ending on December 31, 2019, HCL has a consolidated revenue of US$ 9.7 billion and its 147,123 ideapreneurs operate out of 44 countries. For more information, visit http://www.hcltech.com","Mission: HCL’s mission is to be the employer and partner of choice by focusing on our stated values of Employees First, Trust, Transparency, Flexibility and Value Centricity.

HCL has a culture of grass-roots, business-driven, customer-focused innovation, in which every employee is an ‘ideapreneur’. This environment is shaped by HCL’s ‘Employees First’ values, which empower and encourage employees across the organization to come up with innovative solutions to operational and customer challenges."
Domino's,10000+ Employees,"Ann Arbor, MI",Fast-Food & Quick-Service Restaurants,3.6,3.8,3.2,3.1,3.1,2.8,3.2,"See All 7,741 Reviews","Founded in 1960, Domino's is the recognized world leader in pizza delivery, with a significant business in carryout pizza. It ranks among the world's top public restaurant brands with its global enterprise of more than 17,000 stores in over 90+ international markets. Its system is made up of franchise owner-operators who accounted for over 97% of the Domino's stores.",N/A
Ann Taylor,10000+ Employees,"New York, NY","Department, Clothing, & Shoe Stores",3.6,3.8,3.5,3.6,3.2,2.9,3.3,"See All 2,631 Reviews","ANN knows that basic black is as appreciated by its customers as its classic styles. The company is a national retailer of upscale women's clothing, shoes, and accessories designed exclusively for its Ann Taylor and LOFT stores. The Ann Taylor brand targets fashion-conscious career women through about 360 stores (about 90 are Factory outlet locations), while the LOFT brand offers ""upper-moderate-priced"" casual apparel through some 560 stores (60 of which are outlets). ANN also moves its merchandise via its fast-growing online business for both brands. In early 2011 the company changed its name from AnnTaylor Stores Corporation.",N/A
"Whole Foods Market
Hiring Surge
Part of Amazon",10000+ Employees,"Austin, TX",Grocery Stores & Supermarkets,3.6,3.8,3.5,3.3,3.0,3.5,3.4,"See All 9,866 Reviews","Whole Foods was founded in 1980 on the belief that where food comes from, and how it’s grown, matters. It meant creating quality standards, working with suppliers who achieve them, and sharing that information with our customers. And it radically changed the way people understood and shopped for food.

The result has been the highest quality natural and organic products, an unmatched experience in more than 460+ stores, with a passionate team of over 86,000 team members, 5 percent of our total net profits given back to our communities each year, and millions of customers who put their trust in us every day.

Since day one, we’ve worked hard to build the best environment for all 86,000+ Whole Foods team members. We’ve been on Fortune’s Best Places to Work list every year for 20 years straight. Only 12 companies have achieved this. Ever. When you work at Whole Foods, we take care of you.","Mission: We obtain our products locally and from all over the world, often from small, uniquely dedicated food artisans. We strive to offer the highest quality, least processed, most flavorful and naturally preserved foods — because food in its purest state is the best tasting and most nutritious food available."
National Instruments,5001 to 10000 Employees,"Austin, TX",Electrical & Electronic Manufacturing,3.6,3.9,4.0,3.9,3.3,3.1,3.3,"See All 1,756 Reviews","Since 1976, NI (www.ni.com) has made it possible for engineers and scientists to solve the world’s greatest engineering challenges with powerful, flexible technology solutions that accelerate productivity and drive rapid innovation. Customers from a wide variety of industries—from healthcare to automotive and from consumer electronics to particle physics—use NI’s integrated hardware and software platform to improve the world we live in.

NI has a long track record of growth thanks to its highly respected management team, a well-diversified business landscape of more than 35,000 unique customers worldwide, and a wide variety of products to offer most major industries. Great management and historical growth has made NI a highly stable workplace offering many attractive characteristics and benefits.",N/A
Red Lobster,10000+ Employees,"Orlando, FL",Casual Restaurants,3.6,3.8,3.4,3.5,3.1,3.1,3.2,"See All 3,212 Reviews","In 1968 we opened the doors of the first Red Lobster. Since then, Red Lobster has grown to be the largest seafood restaurant company in the world- and we are just getting started!

We have over 700 locations in North America, all corporate owned, including our Restaurant Support Center in Orlando, FL. To carry out our vision of being ‘where the world goes for seafood now and for generations’, we continue to expand our international footprint. We have over 40 franchised restaurants in 9 countries and 1 U.S. territory.

For generations, families and friends have gathered at Red Lobster to celebrate special occasions and to make everyday occasions special. These moments are made possible because of the 55,000 team members Red Lobster employs across the U.S. and Canada. We are proud that our team members stay with the company more than twice as long as the industry average and that stems from a people-first philosophy: ‘The heart and soul of Red Lobster is our people’.",N/A
Stitch Fix,5001 to 10000 Employees,"San Francisco, CA",Other Retail Stores,3.6,3.7,3.6,3.9,3.3,3.2,2.9,"See All 1,054 Reviews","Stitch Fix is the personal style service for men and women that evolves with your tastes, needs and lifestyle.",N/A
"Lincoln Financial Group
Hiring Surge",10000+ Employees,"Radnor, PA",Insurance Carriers,3.6,4.1,3.6,3.5,3.2,3.7,3.3,"See All 1,159 Reviews","Lincoln Financial Group is a Fortune 200 company offering a diverse range of financial services and solutions. With a strong focus on four core business areas—life insurance, annuities, retirement plan services and group protection— our business is built around supporting, preserving and enhancing our customers' lifestyles and providing better retirement outcomes. Led by more than 11,0000 employees, Lincoln Financial provides the tools and advice to help individuals take charge of their futures. Learn more at: LincolnFinancial.com (NYSE: LNC).",N/A
State Farm,10000+ Employees,"Bloomington, IL",Insurance Carriers,3.6,4.0,3.5,3.4,3.1,3.5,3.3,"See All 10,607 Reviews","Being a good neighbor is about more than just being there when things go completely wrong. It's also about being there for all of life's moments when things go perfectly right.

With a passion for serving customers and giving back in our communities, we've been doing well by doing good for almost 100 years. And we're happy you decided to get to know us better.",N/A
NTT DATA,10000+ Employees,"Tokyo, Japan",IT Services,3.6,3.8,3.5,3.6,3.2,3.1,3.3,"See All 5,542 Reviews","NTT DATA Services partners with clients to navigate and simplify the modern complexities of business and technology,
delivering the insights, solutions and outcomes that matter most. We deliver tangible business results by combining deep
industry expertise with applied innovations in digital, cloud and automation across a comprehensive portfolio of consulting,
applications, infrastructure and business process services.

NTT DATA Services, headquartered in Plano, Texas, is a division of NTT DATA Corporation, a top 10 global business and
IT services provider with 118,000+ professionals in more than 50 countries, and NTT Group, a partner to 88 percent of the
Fortune Global 100.",N/A
Six Flags,1001 to 5000 Employees,"Grand Prairie, TX","Museums, Zoos & Amusement Parks",3.6,4.3,3.6,3.4,3.2,3.2,3.3,"See All 2,565 Reviews","Six Flags Entertainment Corporation is the world’s largest regional theme park company with $1.2 billion in revenue and 18 parks across North America. The company operates 16 parks in the United States, one in Mexico City and one in Montreal, Canada. For more than 53 years, Six Flags has entertained millions of families with world-class coasters, themed rides, thrilling water parks and unique attractions including up-close animal encounters, Fright Fest® and Holiday in the Park®.",N/A
"Compunnel
Hiring Surge",1001 to 5000 Employees,"Plainsboro, NJ",IT Services,3.6,3.5,3.1,3.2,3.0,3.2,3.3,See All 275 Reviews,"Compunnel Software Group has dedicated 18 years to envisioning and developing customized solutions designed to help our partners and clients get the most out of the latest technology. Founded in 1994, Compunnel has since grown to become a global leader in multiple venues including IT consulting and staffing, custom business application development, eLearning and enterprise applications.",N/A
Six Flags,1001 to 5000 Employees,"Grand Prairie, TX","Museums, Zoos & Amusement Parks",3.6,4.3,3.6,3.4,3.2,3.2,3.3,"See All 2,565 Reviews","Six Flags Entertainment Corporation is the world’s largest regional theme park company with $1.2 billion in revenue and 18 parks across North America. The company operates 16 parks in the United States, one in Mexico City and one in Montreal, Canada. For more than 53 years, Six Flags has entertained millions of families with world-class coasters, themed rides, thrilling water parks and unique attractions including up-close animal encounters, Fright Fest® and Holiday in the Park®.",N/A
"Hy-Vee
Hiring Surge",10000+ Employees,"West Des Moines, IA",Grocery Stores & Supermarkets,3.6,3.6,3.4,3.3,2.9,3.2,3.3,"See All 2,700 Reviews","In 1930, a small general store was opened in Beaconsfield, Iowa. That store grew to become Hy-Vee — a Midwest supermarket chain known for its excellent customer service and reasonable prices. As an employee-owned company, we encourage each of our more than 84,000 employees in 242 stores across eight states to help guide Hy-Vee’s future.

Today, Hy-Vee continues to be synonymous with quality, variety, value and superior customer service. Our slogan, “A Helpful Smile in Every Aisle,” expresses the foundation of our company’s operating philosophy and brand promise to customers.",N/A
"LensCrafters
Part of Luxottica",10000+ Employees,"Mason, OH",Beauty & Personal Accessories Stores,3.5,3.7,3.0,3.0,2.8,3.4,3.1,"See All 1,453 Reviews","Founded in 1983, LensCrafters pioneered a revolutionary concept to combine eye care, eyewear and onsite labs to craft glasses in about an hour. Today, LensCrafters is one of the largest optical retail brands in North America in terms of sales.

Most LensCrafters stores are located in high-traffic commercial malls and shopping centers. A wide selection of premium and luxury optical frames, sunglasses and high-quality lenses and optical products made by Luxottica and other suppliers are available in most locations. Each location has an experienced doctor, either an independent or employed doctor of optometry, who is focused on building patient relationships. All of the stores have access to the Group's state-of-the-art lens processing network with the ability to craft, surface, finish and fit lenses.

As part of its underlying commitment to customer satisfaction and industry innovation, LensCrafters has made significant investments in technology including AccuFit Digital Measurement™ and continued its digital transformation with associate iPads to enhance the customer’s omnichannel experience, and a digital eye exam experience, ClarifyeSM, in a growing number of locations.

In 2006, Luxottica began to expand the LensCrafters brand in China by acquiring and then rebranding local retail chains in Beijing, Shanghai, Guangdong and Hong Kong. As of December 31, 2018, the Group operated a retail network of 1,158 LensCrafters stores, of which 1,050 are in North America and the other 108 stores are in China and Hong Kong.","Mission: LensCrafters is committed to patient satisfaction, a seamless customer experience, and industry innovation as the premier destination for high-end eyewear and eye care.

You will find yourself learning, growing, and interacting with passionate and motivated people within the eyewear and eye care industry.

Find your perfect fit in a retail, optical, or corporate position."
Pearson,10000+ Employees,"London, United Kingdom",Publishing,3.5,3.9,3.4,3.7,2.9,3.4,3.0,"See All 5,418 Reviews","We are the world’s leading learning company with more than 22,500 employees operating in 70 countries. We provide content, assessment and digital services to learners, educational institutions, employers, governments and other partners globally. We are committed to helping equip learners with the skills they need to enhance their employability prospects and to succeed in the changing world of work. We believe that wherever learning flourishes so do people.",N/A
"Whataburger
Hiring Surge",10000+ Employees,"San Antonio, TX",Casual Restaurants,3.5,3.9,3.4,3.0,2.9,3.2,3.4,"See All 1,772 Reviews","Whataburger is more than a burger chain. It is a place that feels like home to 43,000 employees, called Family Members, and more than 14 million customers. It’s a brand built on pride, care and love. With more than 830 Whataburger restaurants across 10 states, road-trippers and hometown folks alike continue gathering under the big orange-and-white roofs for fresh, made-to-order burgers and friendly service.

People make the difference at Whataburger. The people who work in our restaurants are the face of the brand. And the pride they take in their work can be seen in the smiling faces of the people they serve. Join Whataburger and we’ll work hard to instill values and skills that will serve you well no matter where your journey leads.",N/A
"Applebee's
Part of Dine Brands Global",10000+ Employees,"Glendale, CA",Casual Restaurants,3.5,3.7,3.2,3.2,3.1,2.7,3.1,"See All 4,572 Reviews","It all started in 1980 in Atlanta, Georgia

Bill and TJ Palmer opened the restaurant that would later become Applebee’s. We’ve grown up a lot since then, with almost 2,000 locations in the U.S. and around the world. Here you will always be welcome – for delicious food, in a neighborhood setting, with attentive service, at a great value.",N/A
"Aetna
Part of CVS Health",10000+ Employees,"Hartford, CT",Insurance Carriers,3.5,3.9,3.4,3.5,3.0,3.3,3.2,"See All 3,172 Reviews","Why join the Aetna team?

Aetna is about more than just doing a job. This is our opportunity to re-shape health care for America and across the globe. We are developing solutions to improve the quality and affordability of health care. What we do will benefit generations to come.

We care about each other, our customers and our communities. We are inspired to make a difference, and we are committed to integrity and excellence.

Together we’ll empower people to live healthier lives.","Mission: Helping to improve health care...among the most meaningful work.

We believe we can help create a better health care system. And we believe everyone should have easy access to cost-effective, high-quality health care. So, we're leading the way by working with physicians, hospitals, employers, patients, public officials and others to innovate on behalf of our community and create a connected health care system. That's our healthy. What's yours?"
Chuck E. Cheese,10000+ Employees,"Irving, TX",Casual Restaurants,3.5,3.7,3.3,3.2,3.2,2.8,3.1,"See All 1,529 Reviews","Don't let the mouse mascot fool you: This amusement kingdom is founded on the power of pizza. CEC Entertainment operates the Chuck E. Cheese's chain of pizza parlors with more than 550 locations throughout the US, Canada, and a half dozen other countries. The restaurants cater mostly to families with children and feature dining-room entertainment provided by robotic characters, arcade games, and other activities. (The eateries are especially popular destinations for birthday parties.) Games and merchandise account for about 50% of sales. The menu features pizzas, sandwiches, salads, and desserts. CEC Entertainment owns and operates about 500 of the pizza and fun joints, while the rest are franchised.","Mission: Our mission is simple, bring families together in a wholesome environment for fun, games and kids. Chuck E. Cheese's consists of over 550 entertainment centers in 48 states and 7 countries.

In an effort to keep this page clean and in accordance with our mission statement, CEC Entertainment, Inc., will remove any comments that are profane or derogatory. Also, the thoughts and views expressed on this page are the thoughts and views of the person who posted them."
Papa John's,10000+ Employees,"Louisville, KY",Fast-Food & Quick-Service Restaurants,3.5,3.7,3.2,3.4,3.1,2.7,3.0,"See All 3,531 Reviews","Papa John's International makes a lot of dough -- pizza dough, that is. The company operates the world's #3 pizza chain (behind YUM! Brands' Pizza Hut brand and Domino's) with more than 3,500 pizzerias across the US and in about 30 international markets. Its restaurants offer several different pizza styles and topping choices, as well as a few specialty pies such as The Works and The Meats. Papa John's locations typically offer delivery and carry-out service only. The company owns and operates more than 600 locations, while the rest are franchised. Founder and CEO John Schnatter owns more than 20% of the chain.",N/A
"Experis
Part of ManpowerGroup",5001 to 10000 Employees,"Milwaukee, WI",Staffing & Outsourcing,3.5,3.7,3.4,3.5,3.2,3.0,3.2,"See All 1,672 Reviews","Experis is the global leader in professional resourcing and project-based workforce solutions. We accelerate organizations' growth by intensely attracting, assessing, and placing specialized expertise in IT, Finance, Engineering, and Healthcare to precisely deliver in-demand talent for mission-critical positions, enhancing the competitiveness of the organizations and people we serve.",N/A
Chicago Public Schools,10000+ Employees,"Chicago, IL",K-12 Education,3.5,3.4,3.2,3.2,2.9,4.0,3.7,"See All 1,174 Reviews","Chicago Public Schools is the third largest school district in the United States with more than 600 schools providing education to approximately 400,000 children. Our vision is that every student in every neighborhood will be engaged in a rigorous, well-rounded instructional program and will graduate prepared for success in college, career and life.","Mission: Chicago Public Schools is looking for teachers, leaders, and non-instructional staff to transform the face of urban education. We are a team of passionate, committed, and talented professionals who believe that every CPS student will graduate prepared for success in college, career, and life. Come join us in making CPS a model for public school districts throughout the nation."
Wayfair,10000+ Employees,"Boston, MA",Home Furniture & Housewares Stores,3.5,3.9,3.5,3.4,3.0,3.3,3.3,"See All 2,867 Reviews","Wayfair believes everyone should live in a home they love. Through technology and innovation, Wayfair makes it possible for shoppers to quickly and easily find exactly what they want from one of the world's largest selections of home furnishings, décor, home improvement, housewares and more.",N/A
"Blizzard Entertainment
Part of Activision Blizzard",1001 to 5000 Employees,"Irvine, CA",Video Games,3.5,3.7,3.7,3.7,2.7,2.9,2.9,See All 995 Reviews,"Blizzard Entertainment® is a premier developer and publisher of entertainment software. After establishing the Blizzard Entertainment label in 1994, the company quickly became one of the most popular and well-respected makers of computer games. By focusing on creating well-designed, highly enjoyable entertainment experiences, Blizzard Entertainment has maintained an unparalleled reputation for quality since its inception.",N/A
"Rockwell Collins
Now known as UTC Aerospace Systems",10000+ Employees,"Cedar Rapids, IA",Aerospace & Defense,3.5,3.9,3.7,3.7,3.1,3.4,3.4,"See All 1,803 Reviews","At Rockwell Collins, we never forget that the world's leading aerospace and defense companies rely on us for smart communications and aviation electronics solutions. We put our technology and innovation to work to help you advance your goals. Working together, we strive to build trust. Every day.",N/A
Google,10000+ Employees,"Mountain View, CA",Internet,4.5,4.4,4.4,4.3,4.1,4.5,4.3,"See All 18,366 Reviews","Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards.

Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit careers.google.com.",N/A
Microsoft,10000+ Employees,"Redmond, WA",Computer Hardware & Software,4.4,4.4,4.3,4.1,4.0,4.1,4.1,"See All 29,390 Reviews","Our drive to change the world unites us!

Microsoft is the ideal place for people who have passion for their work and the desire to make an impact—in their careers, in the community and on the world. Microsoft is a unique company; and not just within the tech industry. Here, smart people thrive on their own terms and push their intelligence to its limit. The variety of job opportunities and career advancement at Microsoft is incredible and empowers you to constantly challenge yourself and chart your own course.",N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,4.3,4.4,4.3,3.7,3.7,4.3,3.8,"See All 20,848 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,4.2,4.3,4.3,4.2,3.8,4.1,3.9,"See All 21,808 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,4.2,4.2,4.0,3.3,3.4,4.3,4.2,"See All 16,597 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,4.1,4.2,4.1,4.1,3.6,4.2,3.7,"See All 9,223 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,4.1,3.9,3.8,3.4,3.6,4.1,4.0,"See All 6,804 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,4.1,4.4,4.1,4.0,3.5,4.0,3.9,"See All 17,700 Reviews","Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us.",N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,4.0,4.3,4.0,3.8,3.5,4.0,3.8,"See All 26,088 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
